EDRPOU_CODE,SECTION_CODE,SECTION_NAME,CHAPTER_CODE,CHAPTER_NAME,GROUP_CODE,GROUP_NAME,CLASS_CODE,CLASS_NAME,"Повне найменування юридичної особи
22216404,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ЧЕПКОГО ВОЛОДИМИРА ПАВЛОВИЧА,ФГ Чепкого В.П.,Зареєстровано,Зареєстровано,22216404,10.07.1992 (33 роки 2 місяці),ЧЕПКИЙ ВОЛОДИМИР ПАВЛОВИЧ керівник ЧЕПКИЙ ВОЛОДИМИР ПАВЛОВИЧ підписант (Відомості відсутні),"50 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.13 Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин 46.31 Оптова торгівля фруктами й овочами 47.89 Роздрібна торгівля з лотків і на ринках іншими товарами Всі Види Діяльності Приховати","Місцезнаходження юридичної особи: Україна, **2, Кіровоградська обл., Голованівський р-н, село Голубенка, вул.Голубенка, будинок ** Телефон: +380525522753 +380676817418 Дата оновлення 29.09.2025 В цей день ми додатково зробили перевірку, та отримали такі дані. Повні та актуальні дані на сьогодні, доступні в бізнес пакетах або в добовій ліцензії. Пройдіть бізнес реєстрацію або придбайте добову ліцензію.",,,,,
22216410,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО КОВАЛЯ ВІТАЛІЯ ПЕТРОВИЧА,ФГ КОВАЛЯ В.П.,Зареєстровано,Зареєстровано,22216410,10.07.1992 (33 роки 2 місяці),КОВАЛЬ ІННА ВІТАЛІЇВНА керівник КОВАЛЬ ІННА ВІТАЛІЇВНА підписант (Відомості відсутні),"2 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.13 Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин 46.31 Оптова торгівля фруктами й овочами 47.89 Роздрібна торгівля з лотків і на ринках іншими товарами Всі Види Діяльності Приховати","Місцезнаходження юридичної особи: Україна, **2, Кіровоградська обл., Новоархангельський р-н, село Скалева Телефон: 80674706104 +380678930261 Дата оновлення 15.06.2025 В цей день ми додатково зробили перевірку, та отримали такі дані. Повні та актуальні дані на сьогодні, доступні в бізнес пакетах або в добовій ліцензії. Пройдіть бізнес реєстрацію або придбайте добову ліцензію.",,,,,
22216433,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО КРАВЧЕНКА МИКОЛИ ОЛЕКСІЙОВИЧА,,Зареєстровано,Зареєстровано,22216433,19.06.2003 (22 роки 3 місяці),"КРАВЧЕНКО МИКОЛА ОЛЕКСІЙОВИЧ керівник КРАВЧЕНКО МИКОЛА ОЛЕКСІЙОВИЧ підписант (Відомості відсутні) Бражко Світлана Миколаївна підписант (Вчиняти дії від імені юридичної особи, у тому числі підписувати договори тощо, Подавати документи для державної реєстрації від імені юридичної особи)","2 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин","Місцезнаходження юридичної особи: Україна, **2, Кіровоградська обл., Голованівський р-н, село Скалева",,,,,
22216456,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ПОДОЛЯНА ВІКТОРА ПЕТРОВИЧА,,Зареєстровано,Зареєстровано,22216456,20.04.1994 (31 рік 5 місяців),ПОДОЛЯН ВІКТОР ПЕТРОВИЧ керівник ПОДОЛЯН ВІКТОР ПЕТРОВИЧ підписант (Відомості відсутні),"5 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин","Місцезнаходження юридичної особи: Україна, **2, Кіровоградська обл., Голованівський р-н, село Скалева Телефон: 380525522794 Дата оновлення 25.09.2025 В цей день ми додатково зробили перевірку, та отримали такі дані. Повні та актуальні дані на сьогодні, доступні в бізнес пакетах або в добовій ліцензії. Пройдіть бізнес реєстрацію або придбайте добову ліцензію.",,,,,
22216545,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО МОМОТА ПЕТРА ОЛЕКСІЙОВИЧА,ФГ МОМОТА П.О.,Зареєстровано,Зареєстровано,22216545,16.10.1991 (33 роки 11 місяців),МОМОТ РУСЛАН ПЕТРОВИЧ керівник МОМОТ РУСЛАН ПЕТРОВИЧ підписант (Відомості відсутні),"1 500,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.25 Вирощування ягід, горіхів, інших плодових дерев і чагарників 01.45 Розведення овець і кіз 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин","Місцезнаходження юридичної особи: Україна, Кіровоградська обл., Голованівський р-н, село Кіндратівка, вул.Степова, будинок ** Телефон: +380673676125 Дата оновлення 05.06.2025 В цей день ми додатково зробили перевірку, та отримали такі дані. Повні та актуальні дані на сьогодні, доступні в бізнес пакетах або в добовій ліцензії. Пройдіть бізнес реєстрацію або придбайте добову ліцензію.",,,,,
22216568,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО ГЛИНСЬКОГО ПЕТРА ПАВЛОВИЧА,ФГ ГЛИНСЬКОГО П.П.,Зареєстровано,Зареєстровано,22216568,17.05.1994 (31 рік 4 місяці),ГЛИНСЬКИЙ ПЕТРО ПАВЛОВИЧ керівник ГЛИНСЬКИЙ ПЕТРО ПАВЛОВИЧ підписант (Відомості відсутні),"50 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.13 Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів 01.61 Допоміжна діяльність у рослинництві 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин 46.31 Оптова торгівля фруктами й овочами 47.81 Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами 49.41 Вантажний автомобільний транспорт Всі Види Діяльності Приховати","Місцезнаходження юридичної особи: Україна, **3, Кіровоградська обл., Голованівський р-н, село Вільшанка, вул.Степова, будинок **",,,,,
22216574,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО БАНАДИГИ ПЕТРА ФЕДОРОВИЧА,ФГ БАНАДИГИ П.Ф.,Зареєстровано,Зареєстровано,22216574,17.05.1994 (31 рік 4 місяці),"БАНАДИГА ПЕТРО ФЕДОРОВИЧ керівник БАНАДИГА ПЕТРО ФЕДОРОВИЧ 15.11.2010, підписант (Відомості відсутні)","50 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.13 Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів 01.61 Допоміжна діяльність у рослинництві 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин 46.31 Оптова торгівля фруктами й овочами 47.81 Роздрібна торгівля з лотків і на ринках харчовими продуктами, напоями та тютюновими виробами 49.41 Вантажний автомобільний транспорт Всі Види Діяльності Приховати","Місцезнаходження юридичної особи: Україна, **3, Кіровоградська обл., Голованівський р-н, село Вільшанка, вул.Степова, будинок **",,,,,
22216580,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО МЕРЗЕСКУЛА МИКОЛИ ПАНТЕЛЕЙОВИЧА,,Зареєстровано,Зареєстровано,22216580,22.11.1993 (31 рік 10 місяців),МЕРЗЕСКУЛ СЕРГІЙ МИКОЛАЙОВИЧ керівник МЕРЗЕСКУЛ СЕРГІЙ МИКОЛАЙОВИЧ підписант (Відомості відсутні),"500,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.61 Допоміжна діяльність у рослинництві 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин","Місцезнаходження юридичної особи: Україна, **1, Кіровоградська обл., Новоархангельський р-н, село Кальниболота",,,,,
22216628,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО КРАВЧЕНКА АНДРІЯ ОЛЕКСІЙОВИЧА,,Зареєстровано,Зареєстровано,22216628,23.12.1992 (32 роки 9 місяців),"КРАВЧЕНКО ВІКТОР МИКОЛАЙОВИЧ ГОЛОВА ФГ, керівник КРАВЧЕНКО ВІКТОР МИКОЛАЙОВИЧ ГОЛОВА ФГ, підписант (Вчиняти дії від імені юридичної особи, у тому числі підписувати договори тощо, Подавати документи для державної реєстрації від імені юридичної особи)","2 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП","Місцезнаходження юридичної особи: Україна, **2, Кіровоградська обл., Голованівський р-н, село Скалева Телефон: +380961972150 Дата оновлення 30.05.2025 В цей день ми додатково зробили перевірку, та отримали такі дані. Повні та актуальні дані на сьогодні, доступні в бізнес пакетах або в добовій ліцензії. Пройдіть бізнес реєстрацію або придбайте добову ліцензію.",,,,,
24436825,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",СТИМУЛ-ІІ,"ФГ ""СТИМУЛ-ІІ""",Зареєстровано,Зареєстровано,24436825,05.08.1996 (29 років 2 місяці),БОЙКО СЕРГІЙ СЕРГІЙОВИЧ керівник (без обмежень),"1 000,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП Інші: 01.13 Вирощування овочів і баштанних культур, коренеплодів і бульбоплодів 46.21 Оптова торгівля зерном, необробленим тютюном, насінням і кормами для тварин 46.90 Неспеціалізована оптова торгівля","Місцезнаходження юридичної особи: Україна, **3, Дніпропетровська обл., Криничанський р-н, село Українка, ВУЛИЦЯ ШЕВЧЕНКА, будинок **",,,,,
24437581,A,"СІЛЬСЬКЕ ГОСПОДАРСТВО, ЛІСОВЕ ГОСПОДАРСТВО ТА РИБНЕ ГОСПОДАРСТВО",1,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",1.1,ВИРОЩУВАННЯ ОДНОРІЧНИХ І ДВОРІЧНИХ КУЛЬТУР,1.11,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",СЕЛЯНСЬКЕ (ФЕРМЕРСЬКЕ) ГОСПОДАРСТВО ЗОРЯ,"СФГ ""ЗОРЯ""",Зареєстровано,Зареєстровано,24437581,21.10.1996 (28 років 11 місяців),ПІДДУБНИЙ ВОЛОДИМИР МИКОЛАЙОВИЧ керівник ПІДДУБНИЙ ВОЛОДИМИР МИКОЛАЙОВИЧ підписант (Відомості відсутні) ПІДДУБНА АЛЛА ОЛЕКСІЇВНА підписант (Відомості відсутні) ПІДДУБНИЙ АРТЕМ ВОЛОДИМИРОВИЧ підписант (Відомості відсутні) Всі Уповноважені особи Приховати,"500,00 грн.",ФЕРМЕРСЬКЕ ГОСПОДАРСТВО,"Основний: 01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур Всього за цим КВЕД: 75 088 За цим видом діяльності в Україні діючих: 59 625 – юридичних осіб 15 463 – ФОП","Місцезнаходження юридичної особи: Україна, **0, Дніпропетровська обл., Солонянський р-н, селище міського типу Солоне, ВУЛИЦЯ ЧУКМАРЬОВА, будинок **, квартира **",,,,,
